ID,Season,Home,Away,TossWin,TossDec,Venue,Away_points,Home_points,Winner
2013_15,2013,MI,PWI,Home,bat,Wankhede Stadium,0,0,Home
2013_16,2013,CSK,RCB,Home,field,MA Chidambaram Stadium,0,0,Home
2013_17,2013,KKR,SRH,Home,bat,Eden Gardens,0,0,Home
2013_18,2013,RR,KXIP,Home,field,Sawai Mansingh Stadium,0,0,Home
2013_19,2013,CSK,PWI,Away,bat,MA Chidambaram Stadium,0,0,Away
2013_20,2013,KXIP,KKR,Away,field,Punjab Cricket Association IS Bindra Stadium,0,0,Home
2013_21,2013,RCB,DD,Home,field,M.Chinnaswamy Stadium,0,0,Home
2013_22,2013,SRH,PWI,Away,field,Maharashtra Cricket Association Stadium,0,0,Home
2013_23,2013,RR,MI,Home,bat,Sawai Mansingh Stadium,0,0,Home
2013_24,2013,DD,CSK,Away,bat,Arun Jaitley Stadium,0,0,Away
2013_25,2013,SRH,KXIP,Away,bat,Rajiv Gandhi International Stadium,0,0,Home
2013_26,2013,KKR,CSK,Home,bat,Eden Gardens,0,0,Away
2013_27,2013,RCB,RR,Home,field,M.Chinnaswamy Stadium,0,0,Home
2013_28,2013,DD,MI,Away,bat,Arun Jaitley Stadium,0,0,Home
2013_29,2013,KXIP,PWI,Home,field,Punjab Cricket Association IS Bindra Stadium,0,0,Home
2013_30,2013,CSK,RR,Away,bat,MA Chidambaram Stadium,0,0,Home
2013_31,2013,RCB,PWI,Away,field,M.Chinnaswamy Stadium,0,0,Home
2013_32,2013,DD,KXIP,Away,field,Arun Jaitley Stadium,0,0,Away
2013_33,2013,KKR,MI,Home,bat,Eden Gardens,0,0,Away
2013_34,2013,CSK,SRH,Away,bat,MA Chidambaram Stadium,0,0,Home
2013_35,2013,KKR,KXIP,Away,bat,Eden Gardens,0,0,Home
2013_36,2013,RR,SRH,Away,bat,Sawai Mansingh Stadium,0,0,Home
2013_37,2013,MI,RCB,Home,bat,Wankhede Stadium,0,0,Home
2013_38,2013,CSK,KKR,Away,field,MA Chidambaram Stadium,0,0,Home
2013_39,2013,DD,PWI,Away,field,Shaheed Veer Narayan Singh International Stadium,0,0,Home
2013_40,2013,RR,RCB,Home,field,Sawai Mansingh Stadium,0,0,Home
2013_41,2013,MI,KXIP,Home,bat,Wankhede Stadium,0,0,Home
2013_42,2013,CSK,PWI,Home,bat,Maharashtra Cricket Association Stadium,0,0,Home
2013_43,2013,SRH,MI,Away,bat,Rajiv Gandhi International Stadium,0,0,Home
2013_44,2013,DD,KKR,Away,bat,Shaheed Veer Narayan Singh International Stadium,0,0,Home
2013_45,2013,CSK,KXIP,Home,bat,MA Chidambaram Stadium,0,0,Home
2013_46,2013,RCB,PWI,Home,bat,Maharashtra Cricket Association Stadium,0,0,Home
2013_47,2013,KKR,RR,Away,bat,Eden Gardens,0,0,Home
2013_48,2013,SRH,DD,Away,bat,Rajiv Gandhi International Stadium,0,0,Home
2013_49,2013,MI,CSK,Home,bat,Wankhede Stadium,0,0,Home
2013_50,2013,RR,PWI,Away,bat,Sawai Mansingh Stadium,0,0,Home
2013_51,2013,KXIP,RCB,Home,field,Punjab Cricket Association IS Bindra Stadium,0,0,Home
2013_52,2013,RR,DD,Away,bat,Sawai Mansingh Stadium,0,0,Home
2013_53,2013,MI,KKR,Home,bat,Wankhede Stadium,0,0,Home
2013_54,2013,SRH,CSK,Home,field,Rajiv Gandhi International Stadium,0,0,Away
2013_55,2013,KXIP,RR,Away,field,Punjab Cricket Association IS Bindra Stadium,0,0,Away
2013_56,2013,KKR,PWI,Home,bat,Maharashtra Cricket Association Stadium,0,0,Home
2013_57,2013,DD,RCB,Home,field,Arun Jaitley Stadium,0,0,Away
2013_58,2013,PWI,MI,Home,bat,Maharashtra Cricket Association Stadium,0,0,Away
2013_59,2013,KXIP,SRH,Home,field,Punjab Cricket Association IS Bindra Stadium,0,0,Away
2013_60,2013,KKR,RCB,Home,field,JSCA International Stadium Complex,0,0,Home
2013_61,2013,RR,CSK,Home,field,Sawai Mansingh Stadium,0,0,Home
2013_62,2013,MI,SRH,Away,bat,Wankhede Stadium,0,0,Home
2013_63,2013,RCB,KXIP,Away,field,M.Chinnaswamy Stadium,0,0,Away
2013_64,2013,CSK,DD,Home,bat,MA Chidambaram Stadium,0,0,Home
2013_65,2013,KKR,PWI,Home,field,JSCA International Stadium Complex,0,0,Away
2013_66,2013,MI,RR,Away,field,Wankhede Stadium,0,0,Home
2013_67,2013,KXIP,DD,Away,field,Himachal Pradesh Cricket Association Stadium,0,0,Home
2013_68,2013,SRH,RR,Home,bat,Rajiv Gandhi International Stadium,0,0,Home
2013_69,2013,KXIP,MI,Away,field,Himachal Pradesh Cricket Association Stadium,0,0,Home
2013_70,2013,RCB,CSK,Away,field,M.Chinnaswamy Stadium,0,0,Home
2013_71,2013,PWI,DD,Home,bat,Maharashtra Cricket Association Stadium,0,0,Home
2013_72,2013,SRH,KKR,Away,bat,Rajiv Gandhi International Stadium,0,0,Home
2013_73,2013,CSK,MI,Home,bat,Arun Jaitley Stadium,0,0,Home
2013_74,2013,SRH,RR,Home,bat,Arun Jaitley Stadium,0,0,Away
2013_75,2013,RR,MI,Home,bat,Eden Gardens,0,0,Away
2013_76,2013,MI,CSK,Home,bat,Eden Gardens,0,0,Home
2014_1,2014,KKR,MI,Home,bat,Sheikh Zayed Stadium,0,0,Home
2014_2,2014,DD,RCB,Away,field,Sharjah Cricket Stadium,0,0,Away
2014_3,2014,CSK,KXIP,Home,bat,Sheikh Zayed Stadium,0,0,Away
2014_4,2014,SRH,RR,Away,field,Sheikh Zayed Stadium,0,0,Away
2014_5,2014,MI,RCB,Away,field,Dubai International Cricket Stadium,0,0,Away
2014_6,2014,KKR,DD,Home,bat,Dubai International Cricket Stadium,0,0,Away
2014_7,2014,RR,KXIP,Away,field,Sharjah Cricket Stadium,0,0,Away
2014_8,2014,CSK,DD,Home,bat,Sheikh Zayed Stadium,0,0,Home
2014_9,2014,KXIP,SRH,Away,field,Sharjah Cricket Stadium,0,0,Home
2014_10,2014,CSK,RR,Away,field,Dubai International Cricket Stadium,0,0,Home
2014_11,2014,KKR,RCB,Away,field,Sharjah Cricket Stadium,0,0,Home
2014_12,2014,SRH,DD,Home,bat,Dubai International Cricket Stadium,0,0,Home
2014_13,2014,MI,CSK,Home,bat,Dubai International Cricket Stadium,0,0,Away
2014_14,2014,RCB,RR,Away,field,Sheikh Zayed Stadium,0,0,Away
2014_15,2014,KXIP,KKR,Away,field,Sheikh Zayed Stadium,0,0,Home
2014_16,2014,MI,DD,Home,bat,Sharjah Cricket Stadium,0,0,Away
2014_17,2014,SRH,CSK,Home,bat,Sharjah Cricket Stadium,0,0,Away
2014_18,2014,RCB,KXIP,Away,field,Dubai International Cricket Stadium,0,0,Away
2014_19,2014,RR,KKR,Home,bat,Sheikh Zayed Stadium,0,0,Home
2014_20,2014,SRH,MI,Away,field,Dubai International Cricket Stadium,0,0,Home
2014_21,2014,KKR,CSK,Away,bat,JSCA International Stadium Complex,0,0,Away
2014_22,2014,MI,KXIP,Away,bat,Wankhede Stadium,0,0,Home
2014_23,2014,DD,RR,Away,field,Arun Jaitley Stadium,0,0,Away
2014_24,2014,RCB,SRH,Home,field,M.Chinnaswamy Stadium,0,0,Home
2014_25,2014,RR,KKR,Away,field,Sardar Patel (Gujarat) Stadium,0,0,Home
2014_26,2014,DD,CSK,Away,field,Arun Jaitley Stadium,0,0,Away
2014_27,2014,MI,RCB,Away,field,Wankhede Stadium,0,0,Home
2014_28,2014,DD,KKR,Home,bat,Arun Jaitley Stadium,0,0,Away
2014_29,2014,KXIP,CSK,Away,field,Barabati Stadium,0,0,Home
2014_30,2014,RR,SRH,Home,field,Sardar Patel (Gujarat) Stadium,0,0,Away
2014_31,2014,RCB,KXIP,Home,field,M.Chinnaswamy Stadium,0,0,Away
2014_32,2014,DD,SRH,Away,field,Arun Jaitley Stadium,0,0,Away
2014_33,2014,MI,CSK,Away,field,Wankhede Stadium,0,0,Away
2014_34,2014,KKR,KXIP,Home,field,Barabati Stadium,0,0,Home
2014_35,2014,RCB,RR,Home,bat,M.Chinnaswamy Stadium,0,0,Away
2014_36,2014,SRH,MI,Home,bat,Rajiv Gandhi International Stadium,0,0,Away
2014_37,2014,CSK,RR,Away,bat,JSCA International Stadium Complex,0,0,Home
2014_38,2014,RCB,DD,Away,field,M.Chinnaswamy Stadium,0,0,Home
2014_39,2014,SRH,KXIP,Away,field,Rajiv Gandhi International Stadium,0,0,Away
2014_40,2014,KKR,MI,Home,field,Barabati Stadium,0,0,Home
2014_41,2014,RR,DD,Away,field,Sardar Patel (Gujarat) Stadium,0,0,Home
2014_42,2014,CSK,RCB,Home,bat,JSCA International Stadium Complex,0,0,Away
2014_43,2014,SRH,KKR,Home,bat,Rajiv Gandhi International Stadium,0,0,Away
2014_44,2014,RR,MI,Away,bat,Sardar Patel (Gujarat) Stadium,0,0,Away
2014_45,2014,DD,KXIP,Away,field,Arun Jaitley Stadium,0,0,Away
2014_46,2014,SRH,RCB,Away,bat,Rajiv Gandhi International Stadium,0,0,Home
2014_47,2014,KKR,CSK,Home,field,Eden Gardens,0,0,Home
2014_48,2014,KXIP,MI,Away,field,Punjab Cricket Association IS Bindra Stadium,0,0,Away
2014_49,2014,KKR,RCB,Away,field,Eden Gardens,0,0,Home
2014_50,2014,CSK,SRH,Away,field,JSCA International Stadium Complex,0,0,Away
2014_51,2014,MI,DD,Away,field,Wankhede Stadium,0,0,Home
2014_52,2014,KXIP,RR,Away,field,Punjab Cricket Association IS Bindra Stadium,0,0,Home
2014_53,2014,RCB,CSK,Away,field,M.Chinnaswamy Stadium,0,0,Away
2014_54,2014,KKR,SRH,Home,field,Eden Gardens,0,0,Home
2014_55,2014,KXIP,DD,Home,field,Punjab Cricket Association IS Bindra Stadium,0,0,Home
2014_56,2014,MI,RR,Home,field,Wankhede Stadium,0,0,Home
2014_57,2014,KKR,KXIP,Away,field,Eden Gardens,0,0,Home
2014_58,2014,MI,CSK,Away,field,Brabourne Stadium,0,0,Away
2014_59,2014,KXIP,CSK,Away,field,Wankhede Stadium,0,0,Home
2014_60,2014,KXIP,KKR,Away,field,M.Chinnaswamy Stadium,0,0,Away
2015_1,2015,KKR,MI,Home,field,Eden Gardens,0,0,Home
2015_2,2015,CSK,DD,Away,field,MA Chidambaram Stadium,0,0,Home
2015_3,2015,KXIP,RR,Home,field,Maharashtra Cricket Association Stadium,0,0,Away
2015_4,2015,CSK,SRH,Home,bat,MA Chidambaram Stadium,0,0,Home
2015_5,2015,KKR,RCB,Away,field,Eden Gardens,0,0,Away
2015_6,2015,DD,RR,Away,field,Arun Jaitley Stadium,0,0,Away
2015_7,2015,MI,KXIP,Home,field,Wankhede Stadium,0,0,Away
2015_8,2015,RCB,SRH,Away,field,M.Chinnaswamy Stadium,0,0,Away
2015_9,2015,RR,MI,Away,bat,Sardar Patel (Gujarat) Stadium,0,0,Home
2015_10,2015,KXIP,DD,Home,bat,Maharashtra Cricket Association Stadium,0,0,Away
2015_11,2015,SRH,RR,Away,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,Away
2015_12,2015,MI,CSK,Home,bat,Wankhede Stadium,0,0,Away
2015_13,2015,SRH,DD,Away,bat,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,Away
2015_14,2015,KXIP,KKR,Away,field,Maharashtra Cricket Association Stadium,0,0,Away
2015_15,2015,RR,CSK,Away,bat,Sardar Patel (Gujarat) Stadium,0,0,Home
2015_16,2015,RCB,MI,Home,field,M.Chinnaswamy Stadium,0,0,Away
2015_17,2015,DD,KKR,Away,field,Arun Jaitley Stadium,0,0,Away
2015_18,2015,RR,KXIP,Away,field,Sardar Patel (Gujarat) Stadium,0,0,Away
2015_19,2015,SRH,KKR,Away,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,Home
2015_20,2015,RCB,CSK,Home,field,M.Chinnaswamy Stadium,0,0,Away
2015_21,2015,DD,MI,Away,field,Arun Jaitley Stadium,0,0,Home
2015_22,2015,RR,RCB,Away,field,Sardar Patel (Gujarat) Stadium,0,0,Away
2015_23,2015,MI,SRH,Home,bat,Wankhede Stadium,0,0,Home
2015_24,2015,CSK,KXIP,Home,bat,MA Chidambaram Stadium,0,0,Home
2015_25,2015,KKR,RR,none,none,Eden Gardens,0,0,Tie
2015_26,2015,DD,RCB,Away,field,Arun Jaitley Stadium,0,0,Away
2015_27,2015,KXIP,SRH,Home,field,Punjab Cricket Association IS Bindra Stadium,0,0,Away
2015_28,2015,CSK,KKR,Away,field,MA Chidambaram Stadium,0,0,Home
2015_29,2015,RCB,RR,Away,field,M.Chinnaswamy Stadium,0,0,Tie
2015_30,2015,KKR,CSK,Home,field,Eden Gardens,0,0,Home
2015_31,2015,DD,KXIP,Home,field,Arun Jaitley Stadium,0,0,Home
2015_32,2015,MI,RR,Away,field,Wankhede Stadium,0,0,Home
2015_33,2015,RCB,KKR,Home,field,M.Chinnaswamy Stadium,0,0,Home
2015_34,2015,SRH,CSK,Away,field,Rajiv Gandhi International Stadium,0,0,Home
2015_35,2015,KXIP,MI,Away,bat,Punjab Cricket Association IS Bindra Stadium,0,0,Away
2015_36,2015,RR,DD,Away,field,Brabourne Stadium,0,0,Home
2015_37,2015,CSK,RCB,Home,bat,MA Chidambaram Stadium,0,0,Home
2015_38,2015,KKR,SRH,Away,field,Eden Gardens,0,0,Home
2015_39,2015,MI,DD,Away,bat,Wankhede Stadium,0,0,Home
2015_40,2015,RCB,KXIP,Away,field,M.Chinnaswamy Stadium,0,0,Home
2015_41,2015,RR,SRH,Home,field,Brabourne Stadium,0,0,Away
2015_42,2015,KKR,DD,Home,bat,Eden Gardens,0,0,Home
2015_43,2015,CSK,MI,Home,bat,MA Chidambaram Stadium,0,0,Away
2015_44,2015,KKR,KXIP,Away,bat,Eden Gardens,0,0,Home
2015_45,2015,DD,SRH,Away,bat,Shaheed Veer Narayan Singh International Stadium,0,0,Away
2015_46,2015,MI,RCB,Away,bat,Wankhede Stadium,0,0,Away
2015_47,2015,CSK,RR,Home,bat,MA Chidambaram Stadium,0,0,Home
2015_48,2015,SRH,KXIP,Home,bat,Rajiv Gandhi International Stadium,0,0,Home
2015_49,2015,DD,CSK,Away,bat,Shaheed Veer Narayan Singh International Stadium,0,0,Home
2015_50,2015,KXIP,RCB,Away,field,Punjab Cricket Association IS Bindra Stadium,0,0,Home
2015_51,2015,MI,KKR,Away,field,Wankhede Stadium,0,0,Home
2015_52,2015,SRH,RCB,Home,bat,Rajiv Gandhi International Stadium,0,0,Away
2015_53,2015,KXIP,CSK,Home,bat,Punjab Cricket Association IS Bindra Stadium,0,0,Away
2015_54,2015,RR,KKR,Home,bat,Brabourne Stadium,0,0,Home
2015_55,2015,RCB,DD,Home,field,M.Chinnaswamy Stadium,0,0,Tie
2015_56,2015,SRH,MI,Home,bat,Rajiv Gandhi International Stadium,0,0,Away
2015_57,2015,MI,CSK,Home,bat,Wankhede Stadium,0,0,Home
2015_58,2015,RCB,RR,Home,bat,Maharashtra Cricket Association Stadium,0,0,Home
2015_59,2015,CSK,RCB,Home,field,JSCA International Stadium Complex,0,0,Home
2015_60,2015,MI,CSK,Away,field,Eden Gardens,0,0,Home
2016_1,2016,MI,RPS,Home,bat,Wankhede Stadium,0,0,Away
2016_2,2016,KKR,DD,Home,field,Eden Gardens,0,0,Home
2016_3,2016,KXIP,GL,Away,field,Punjab Cricket Association IS Bindra Stadium,0,0,Away
2016_4,2016,RCB,SRH,Away,field,M.Chinnaswamy Stadium,0,0,Home
2016_5,2016,KKR,MI,Away,field,Eden Gardens,0,0,Away
2016_6,2016,GL,RPS,Away,bat,Saurashtra Cricket Association Stadium,0,0,Home
2016_7,2016,DD,KXIP,Home,field,Arun Jaitley Stadium,0,0,Home
2016_8,2016,SRH,KKR,Home,bat,Rajiv Gandhi International Stadium,0,0,Away
2016_9,2016,MI,GL,Away,field,Wankhede Stadium,0,0,Away
2016_10,2016,KXIP,RPS,Away,bat,Punjab Cricket Association IS Bindra Stadium,0,0,Home
2016_11,2016,RCB,DD,Away,field,M.Chinnaswamy Stadium,0,0,Away
2016_12,2016,SRH,MI,Home,field,Rajiv Gandhi International Stadium,0,0,Home
2016_13,2016,KXIP,KKR,Away,field,Punjab Cricket Association IS Bindra Stadium,0,0,Away
2016_14,2016,MI,RCB,Home,field,Wankhede Stadium,0,0,Home
2016_15,2016,GL,SRH,Away,field,Saurashtra Cricket Association Stadium,0,0,Away
2016_16,2016,RPS,RCB,Home,field,Maharashtra Cricket Association Stadium,0,0,Away
2016_17,2016,DD,MI,Away,field,Arun Jaitley Stadium,0,0,Home
2016_18,2016,SRH,KXIP,Home,field,Rajiv Gandhi International Stadium,0,0,Home
2016_19,2016,GL,RCB,Away,bat,Saurashtra Cricket Association Stadium,0,0,Home
2016_20,2016,RPS,KKR,Away,field,Maharashtra Cricket Association Stadium,0,0,Away
2016_21,2016,KXIP,MI,Home,field,Punjab Cricket Association IS Bindra Stadium,0,0,Away
2016_22,2016,SRH,RPS,Away,field,Rajiv Gandhi International Stadium,0,0,Away
2016_23,2016,DD,GL,Home,field,Arun Jaitley Stadium,0,0,Away
2016_24,2016,MI,KKR,Home,field,Wankhede Stadium,0,0,Home
2016_25,2016,RPS,GL,Away,field,Maharashtra Cricket Association Stadium,0,0,Away
2016_26,2016,DD,KKR,Away,field,Arun Jaitley Stadium,0,0,Home
2016_27,2016,SRH,RCB,Away,field,Rajiv Gandhi International Stadium,0,0,Home
2016_28,2016,GL,KXIP,Home,field,Saurashtra Cricket Association Stadium,0,0,Away
2016_29,2016,RPS,MI,Away,field,Maharashtra Cricket Association Stadium,0,0,Away
2016_30,2016,RCB,KKR,Away,field,M.Chinnaswamy Stadium,0,0,Away
2016_31,2016,GL,DD,Away,field,Saurashtra Cricket Association Stadium,0,0,Away
2016_32,2016,KKR,KXIP,Away,field,Eden Gardens,0,0,Home
2016_33,2016,DD,RPS,Away,field,Arun Jaitley Stadium,0,0,Away
2016_34,2016,SRH,GL,Home,field,Rajiv Gandhi International Stadium,0,0,Home
2016_35,2016,RCB,RPS,Home,field,M.Chinnaswamy Stadium,0,0,Home
2016_36,2016,KXIP,DD,Away,field,Punjab Cricket Association IS Bindra Stadium,0,0,Home
2016_37,2016,MI,SRH,Home,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,Away
2016_38,2016,KKR,GL,Away,field,Eden Gardens,0,0,Away
2016_39,2016,KXIP,RCB,Home,field,Punjab Cricket Association IS Bindra Stadium,0,0,Away
2016_40,2016,RPS,SRH,Away,bat,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,Away
2016_41,2016,RCB,MI,Away,field,M.Chinnaswamy Stadium,0,0,Away
2016_42,2016,SRH,DD,Away,field,Rajiv Gandhi International Stadium,0,0,Away
2016_43,2016,MI,KXIP,Home,bat,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,Away
2016_44,2016,RCB,GL,Away,field,M.Chinnaswamy Stadium,0,0,Home
2016_45,2016,KKR,RPS,Away,bat,Eden Gardens,0,0,Home
2016_46,2016,KXIP,SRH,Home,bat,Punjab Cricket Association IS Bindra Stadium,0,0,Away
2016_47,2016,MI,DD,Away,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,Home
2016_48,2016,KKR,RCB,Away,field,Eden Gardens,0,0,Away
2016_49,2016,RPS,DD,Home,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,Home
2016_50,2016,RCB,KXIP,Away,field,M.Chinnaswamy Stadium,0,0,Home
2016_51,2016,GL,KKR,Home,field,Green Park,0,0,Home
2016_52,2016,DD,SRH,Home,field,Shaheed Veer Narayan Singh International Stadium,0,0,Home
2016_53,2016,RPS,KXIP,Away,bat,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,Home
2016_54,2016,GL,MI,Home,field,Green Park,0,0,Home
2016_55,2016,KKR,SRH,Away,field,Eden Gardens,0,0,Home
2016_56,2016,DD,RCB,Away,field,Shaheed Veer Narayan Singh International Stadium,0,0,Away
2016_57,2016,RCB,GL,Home,field,M.Chinnaswamy Stadium,0,0,Home
2016_58,2016,SRH,KKR,Away,field,Arun Jaitley Stadium,0,0,Home
2016_59,2016,GL,SRH,Away,field,Arun Jaitley Stadium,0,0,Away
2016_60,2016,RCB,SRH,Away,bat,M.Chinnaswamy Stadium,0,0,Away
2017_1,2017,SRH,RCB,Away,field,Rajiv Gandhi International Stadium,0,0,Home
2017_2,2017,RPS,MI,Home,field,Maharashtra Cricket Association Stadium,0,0,Home
2017_3,2017,GL,KKR,Away,field,Saurashtra Cricket Association Stadium,0,0,Away
2017_4,2017,KXIP,RPS,Home,field,Holkar Cricket Stadium,0,0,Home
2017_5,2017,RCB,DD,Home,bat,M.Chinnaswamy Stadium,0,0,Home
2017_6,2017,SRH,GL,Home,field,Rajiv Gandhi International Stadium,0,0,Home
2017_7,2017,MI,KKR,Home,field,Wankhede Stadium,0,0,Home
2017_8,2017,KXIP,RCB,Away,bat,Holkar Cricket Stadium,0,0,Home
2017_9,2017,RPS,DD,Home,field,Maharashtra Cricket Association Stadium,0,0,Away
2017_10,2017,MI,SRH,Home,field,Wankhede Stadium,0,0,Home
2017_11,2017,KKR,KXIP,Home,field,Eden Gardens,0,0,Home
2017_12,2017,RCB,MI,Away,field,M.Chinnaswamy Stadium,0,0,Away
2017_13,2017,GL,RPS,Home,field,Saurashtra Cricket Association Stadium,0,0,Home
2017_14,2017,KKR,SRH,Away,field,Eden Gardens,0,0,Home
2017_15,2017,DD,KXIP,Home,bat,Arun Jaitley Stadium,0,0,Home
2017_16,2017,MI,GL,Home,field,Wankhede Stadium,0,0,Home
2017_17,2017,RCB,RPS,Home,field,M.Chinnaswamy Stadium,0,0,Away
2017_18,2017,DD,KKR,Home,bat,Arun Jaitley Stadium,0,0,Away
2017_19,2017,SRH,KXIP,Away,field,Rajiv Gandhi International Stadium,0,0,Home
2017_20,2017,GL,RCB,Home,field,Saurashtra Cricket Association Stadium,0,0,Away
2017_21,2017,SRH,DD,Home,bat,Rajiv Gandhi International Stadium,0,0,Home
2017_22,2017,KXIP,MI,Away,field,Holkar Cricket Stadium,0,0,Away
2017_23,2017,KKR,GL,Away,field,Eden Gardens,0,0,Away
2017_24,2017,RPS,SRH,Home,field,Maharashtra Cricket Association Stadium,0,0,Home
2017_25,2017,MI,DD,Away,field,Wankhede Stadium,0,0,Home
2017_26,2017,GL,KXIP,Home,field,Saurashtra Cricket Association Stadium,0,0,Away
2017_27,2017,KKR,RCB,Away,field,Eden Gardens,0,0,Home
2017_28,2017,MI,RPS,Home,field,Wankhede Stadium,0,0,Away
2017_29,2017,RCB,SRH,none,none,M.Chinnaswamy Stadium,0,0,Tie
2017_30,2017,RPS,KKR,Away,field,Maharashtra Cricket Association Stadium,0,0,Away
2017_31,2017,RCB,GL,Away,field,M.Chinnaswamy Stadium,0,0,Away
2017_32,2017,KKR,DD,Home,field,Eden Gardens,0,0,Home
2017_33,2017,KXIP,SRH,Home,field,Punjab Cricket Association IS Bindra Stadium,0,0,Away
2017_34,2017,RPS,RCB,Away,field,Maharashtra Cricket Association Stadium,0,0,Home
2017_35,2017,GL,MI,Home,bat,Saurashtra Cricket Association Stadium,0,0,Away
2017_36,2017,KXIP,DD,Home,field,Punjab Cricket Association IS Bindra Stadium,0,0,Home
2017_37,2017,SRH,KKR,Away,field,Rajiv Gandhi International Stadium,0,0,Home
2017_38,2017,MI,RCB,Away,bat,Wankhede Stadium,0,0,Home
2017_39,2017,RPS,GL,Home,field,Maharashtra Cricket Association Stadium,0,0,Home
2017_40,2017,DD,SRH,Home,field,Arun Jaitley Stadium,0,0,Home
2017_41,2017,KKR,RPS,Away,field,Eden Gardens,0,0,Away
2017_42,2017,DD,GL,Home,field,Arun Jaitley Stadium,0,0,Home
2017_43,2017,RCB,KXIP,Home,field,M.Chinnaswamy Stadium,0,0,Away
2017_44,2017,SRH,RPS,Home,field,Rajiv Gandhi International Stadium,0,0,Away
2017_45,2017,DD,MI,Home,field,Arun Jaitley Stadium,0,0,Away
2017_46,2017,RCB,KKR,Away,field,M.Chinnaswamy Stadium,0,0,Away
2017_47,2017,KXIP,GL,Away,field,Punjab Cricket Association IS Bindra Stadium,0,0,Away
2017_48,2017,SRH,MI,Away,bat,Rajiv Gandhi International Stadium,0,0,Home
2017_49,2017,KXIP,KKR,Away,field,Punjab Cricket Association IS Bindra Stadium,0,0,Home
2017_50,2017,GL,DD,Away,field,Green Park,0,0,Away
2017_51,2017,MI,KXIP,Home,field,Wankhede Stadium,0,0,Away
2017_52,2017,DD,RPS,Home,bat,Arun Jaitley Stadium,0,0,Home
2017_53,2017,GL,SRH,Away,field,Green Park,0,0,Away
2017_54,2017,KKR,MI,Home,field,Eden Gardens,0,0,Away
2017_55,2017,RPS,KXIP,Home,field,Maharashtra Cricket Association Stadium,0,0,Home
2017_56,2017,DD,RCB,Away,bat,Arun Jaitley Stadium,0,0,Away
2017_57,2017,MI,RPS,Home,field,Wankhede Stadium,0,0,Away
2017_58,2017,SRH,KKR,Away,field,M.Chinnaswamy Stadium,0,0,Away
2017_59,2017,KKR,MI,Away,field,M.Chinnaswamy Stadium,0,0,Away
2017_60,2017,MI,RPS,Home,bat,Rajiv Gandhi International Stadium,0,0,Home
2018_1,2018,MI,CSK,Away,field,Wankhede Stadium,0,0,Away
2018_2,2018,KXIP,DD,Home,field,Punjab Cricket Association IS Bindra Stadium,0,0,Home
2018_3,2018,KKR,RCB,Home,field,Eden Gardens,0,0,Home
2018_4,2018,SRH,RR,Home,field,Rajiv Gandhi International Stadium,0,0,Home
2018_5,2018,CSK,KKR,Home,field,MA Chidambaram Stadium,0,0,Home
2018_6,2018,RR,DD,Away,field,Sawai Mansingh Stadium,0,0,Home
2018_7,2018,SRH,MI,Home,field,Rajiv Gandhi International Stadium,0,0,Home
2018_8,2018,RCB,KXIP,Home,field,M.Chinnaswamy Stadium,0,0,Home
2018_9,2018,MI,DD,Away,field,Wankhede Stadium,0,0,Away
2018_10,2018,KKR,SRH,Away,field,Eden Gardens,0,0,Away
2018_11,2018,RCB,RR,Home,field,M.Chinnaswamy Stadium,0,0,Away
2018_12,2018,KXIP,CSK,Away,field,Punjab Cricket Association IS Bindra Stadium,0,0,Home
2018_13,2018,KKR,DD,Away,field,Eden Gardens,0,0,Home
2018_14,2018,MI,RCB,Away,field,Wankhede Stadium,0,0,Home
2018_15,2018,RR,KKR,Away,field,Sawai Mansingh Stadium,0,0,Away
2018_16,2018,KXIP,SRH,Home,bat,Punjab Cricket Association IS Bindra Stadium,0,0,Home
2018_17,2018,CSK,RR,Away,field,Maharashtra Cricket Association Stadium,0,0,Home
2018_18,2018,KKR,KXIP,Away,field,Eden Gardens,0,0,Away
2018_19,2018,RCB,DD,Home,field,M.Chinnaswamy Stadium,0,0,Home
2018_20,2018,SRH,CSK,Home,field,Rajiv Gandhi International Stadium,0,0,Away
2018_21,2018,RR,MI,Away,bat,Sawai Mansingh Stadium,0,0,Home
2018_22,2018,DD,KXIP,Home,field,Arun Jaitley Stadium,0,0,Away
2018_23,2018,MI,SRH,Home,field,Wankhede Stadium,0,0,Away
2018_24,2018,RCB,CSK,Away,field,M.Chinnaswamy Stadium,0,0,Away
2018_25,2018,SRH,KXIP,Away,field,Rajiv Gandhi International Stadium,0,0,Home
2018_26,2018,DD,KKR,Away,field,Arun Jaitley Stadium,0,0,Home
2018_27,2018,CSK,MI,Away,field,Maharashtra Cricket Association Stadium,0,0,Away
